order_id;Tanggal_Order;Waktu_Pesan;Nama_Pemesan;No_Resi;Produk;Kategori;Jumlah_Pesanan;Harga;Diskon;Total_Harga;Profit;Kota_Pengiriman - Media_Pemesanan;Admin_Proses;Ekspedisi;Rating
odr1110;05/02/2018;18:54:00;Anita Pretsel;35356-043;Parka Jackets;;16;;;;;Bandung - Website;Abraham;Shopee Express;1
odr1111;22/02/2018;06:48:14;Wood McCarty;0904-6331;T-Shirt;;5;;8;;;;Wanokuni;JNT;4
odr1112;20/02/2018;23:16:54;Dilly Cleiment;68703-066;T-Shirt;;16;;;;;Depok - Whatsapp;Mark;SiCepat;3
odr1113;10/02/2018;06:49:15;Bonny Caro;17156-611;T-Shirt;;17;;8;;;;Jeff;Tiki;2
odr1114;02/02/2018;20:17:38;Hana Craney;41163-302;;;11;;;;;Bali - Shopee;Mark;JNT;1
odr1115;13/02/2018;10:15:48;Kattie Rantoul;37808-314;Mug;;1;;;;;Yogyakarta - Website;Nami;Shopee Express;4
odr1116;12/02/2018;22:03:56;Vonnie Jendrys;63824-160;T-Shirt;;1;;30;;;Bali - Website;Jeff;JNE;2
odr1117;21/02/2018;08:30:24;Emma Beddoes;49502-672;;;5;;8;;;Tangerang - FB Marketplace;Mark;Wahana;5
odr1118;24/02/2018;14:23:52;Carlin Bausor;55154-6127;Cargo Pants;;5;;;;;Bali - Website;Nami;Tiki;1
odr1119;25/02/2018;11:33:03;Sella Leist;68084-307;T-Shirt;;23;;6;;;Bogor - FB Marketplace;Mark;JNE;2
odr1120;26/02/2018;21:40:57;Margery Ghiriardelli;11994-012;Cargo Pants;;20;;33;;;Jakarta - Whatsapp;Wanokuni;Wahana;4
odr1121;22/02/2018;04:21:42;Leonie Organer;54569-8314;Parka Jackets;;3;;;;;Bandung - Website;Jeff;Tiki;1
odr1122;09/02/2018;20:27:23;Cherice Trowler;0591-0242;Topi;;2;;17;;;Tangerang - Website;Rizal;Tiki;2
odr1123;21/02/2018;09:49:24;Natala Quadrio;62175-311;Oversized T-Shirt;;5;;;;;Bandung - Tiktok;Abraham;Tiki;3
odr1124;11/02/2018;04:39:35;Jerry Antram;60505-2878;Cargo Pants;;17;;14;;;Tangerang - Website;Wanokuni;SiCepat;2
odr1125;06/02/2018;19:12:05;Chlo Jefferys;50383-889;T-Shirt;;15;;;;;Bandung - Shopee;Abraham;;1
odr1126;04/02/2018;04:01:18;Siusan Murrie;53808-0394;T-Shirt;;8;;31;;;Semarang - Tiktok;Wanokuni;SiCepat;5
odr1127;22/02/2018;14:55:59;Carina Nund;0573-0218;T-Shirt;;19;;;;;Jakarta - Lazada;Rizal;Shopee Express;1
odr1128;12/02/2018;19:09:38;Karie Coupe;49738-335;Oversized T-Shirt;;4;;;;;Bandung - Instagram;Rizal;JNT;3
odr1129;27/02/2018;04:40:13;Betsey Slatford;36987-1959;Oversized T-Shirt;;9;;;;;Tangerang - Tiktok;Wanokuni;Shopee Express;5
odr1130;19/02/2018;00:51:57;Lloyd Craney;69246-001;Oversized T-Shirt;;24;;;;;Depok - Instagram;Rizal;Tiki;5
odr1131;17/02/2018;16:15:53;Mick Liversley;37012-163;Oversized T-Shirt;;21;;27;;;Semarang - Tokopedia;Jeff;POS Indonesia;5
odr1132;12/02/2018;01:51:28;Dollie Bernt;10738-304;T-Shirt;;9;;20;;;Semarang - Whatsapp;Nami;;2
odr1133;17/02/2018;11:43:22;Haskell Van Arsdale;0051-0022;T-Shirt;;9;;;;;Tangerang - Instagram;Rizal;Tiki;2
odr1134;24/02/2018;05:15:49;Dido Daventry;98132-147;Sweater;;20;;;;;Bogor - Whatsapp;Jeff;Shopee Express;2
odr1135;01/02/2018;19:23:00;Jacquette Crick;63304-400;;;13;;;;;Semarang - Lazada;Nami;;3
odr1136;22/02/2018;11:47:32;Gayle Pancoast;49349-496;T-Shirt;;25;;35;;;Bali - Tiktok;Wanokuni;Wahana;2
odr1137;12/02/2018;20:42:36;Andrej Brackstone;51523-113;Oversized T-Shirt;;24;;;;;Semarang - Website;Nami;SiCepat;3
odr1138;08/02/2018;01:47:34;Malissa Wigley;76354-008;Cargo Pants;;14;;23;;;Semarang - Instagram;Abraham;POS Indonesia;4
odr1139;12/02/2018;17:59:15;Ludovico Stickel;63354-220;Sweater;;24;;;;;Bogor - FB Marketplace;Elon;JNT;4
odr1140;23/02/2018;10:20:11;Alane Morat;14783-444;T-Shirt;;12;;;;;Depok - Lazada;Nami;;3
odr1141;04/02/2018;02:15:35;Halette Paxforde;61010-8200;T-Shirt;;6;;;;;Bandung - Whatsapp;Abraham;Shopee Express;1
odr1142;03/02/2018;02:48:31;Ellynn Weagener;67544-102;Mug;;16;;;;;Jakarta - Whatsapp;Mark;POS Indonesia;4
odr1143;08/02/2018;08:39:23;Jessalin Chawner;51345-099;Topi;;12;;29;;;;Rizal;Tiki;2
odr1144;05/02/2018;13:54:15;Guillema MacAllaster;52685-439;Oversized T-Shirt;;12;;;;;Bogor - Tiktok;Abraham;Tiki;5
odr1145;18/02/2018;22:15:24;Rene Abramovitz;68788-9391;T-Shirt;;17;;;;;Tangerang - FB Marketplace;Abraham;POS Indonesia;1
odr1146;12/02/2018;22:13:47;Marga Roggerone;10019-179;Oversized T-Shirt;;22;;;;;Bandung - Tiktok;Jeff;JNE;2
odr1147;13/02/2018;19:05:20;Editha Woodland;34645-3026;Oversized T-Shirt;;13;;;;;Jakarta - Tiktok;Jeff;JNT;2
odr1148;09/02/2018;13:17:56;Emma Lismore;61442-117;Mug;;18;;18;;;Bali - Tiktok;Abraham;Wahana;2
odr1149;09/02/2018;20:38:16;Melly Grabham;0591-3193;Oversized T-Shirt;;15;;;;;Jakarta - Shopee;Wanokuni;Shopee Express;2
odr1150;20/02/2018;08:23:18;Lanny Cunnington;50007-2000;Oversized T-Shirt;;20;;;;;;Rizal;Wahana;5
odr1151;02/02/2018;22:44:11;Evelyn Whitehouse;0603-5335;Mug;;2;;18;;;Bandung - Instagram;Mark;Shopee Express;3
odr1152;16/02/2018;04:51:35;Valenka Paule;54532-0016;Mug;;14;;30;;;Jakarta - FB Marketplace;Jeff;POS Indonesia;5
odr1153;06/02/2018;15:12:59;Astra Inkin;0316-0140;T-Shirt;;10;;22;;;;Mark;Tiki;1
odr1154;14/02/2018;02:22:22;Ogden Litchfield;65044-5002;Parka Jackets;;19;;;;;Bandung - Lazada;Rizal;SiCepat;2
odr1155;03/02/2018;19:29:57;Benn Jandera;55648-782;Sweater;;16;;10;;;Semarang - Instagram;Nami;Wahana;1
odr1156;10/02/2018;21:22:41;Clem Gillitt;58118-5027;Oversized T-Shirt;;11;;;;;Depok - Shopee;Elon;JNT;1
odr1157;16/02/2018;12:36:48;Adam Spreull;59365-6065;Cargo Pants;;13;;;;;Bali - Lazada;Jeff;;1
odr1158;25/02/2018;07:49:08;Donia Waddup;49349-952;Oversized T-Shirt;;23;;;;;Semarang - Tokopedia;Abraham;Wahana;2
odr1159;17/02/2018;16:09:38;Halette Cawtheray;21695-040;Cargo Pants;;5;;;;;Yogyakarta - Whatsapp;Wanokuni;JNE;3
odr1160;21/02/2018;22:43:26;Illa Tremble;16590-253;Sweater;;11;;;;;;Mark;Wahana;1
odr1161;27/02/2018;02:39:44;Jeramey Crummay;50580-403;T-Shirt;;16;;;;;;Nami;;2
odr1162;09/02/2018;23:55:38;Ofella Skidmore;60512-6489;Sweater;;6;;;;;Yogyakarta - Website;Jeff;POS Indonesia;4
odr1163;12/02/2018;02:25:54;Jeralee Renzullo;16252-598;T-Shirt;;22;;;;;Semarang - FB Marketplace;Jeff;SiCepat;4
odr1164;24/02/2018;01:19:20;Dougy Mathissen;43857-0239;Oversized T-Shirt;;13;;;;;Jakarta - Website;Rizal;SiCepat;3
odr1165;24/02/2018;06:46:28;Vivyanne Eddins;34645-4059;;;22;;;;;Bandung - FB Marketplace;Elon;POS Indonesia;4
odr1166;15/02/2018;04:45:37;Ange Reiglar;0703-5145;Oversized T-Shirt;;2;;;;;Depok - Whatsapp;Rizal;Wahana;5
odr1167;19/02/2018;20:45:48;Anthiathia Seppey;67457-523;Parka Jackets;;14;;;;;Tangerang - Tokopedia;Wanokuni;POS Indonesia;2
odr1168;17/02/2018;21:40:20;Gabriele Boni;41250-110;Oversized T-Shirt;;21;;;;;Jakarta - Instagram;Mark;SiCepat;1
odr1169;19/02/2018;05:06:35;Elnar Drever;51096-0006;T-Shirt;;25;;12;;;Bogor - Shopee;Abraham;JNE;4
odr1170;21/02/2018;21:03:28;Bonny Caro;52731-7009;Parka Jackets;;13;;;;;;Mark;JNT;2
odr1171;23/02/2018;15:03:09;Noach Inchan;63941-183;T-Shirt;;19;;12;;;Yogyakarta - Website;Mark;POS Indonesia;4
odr1172;27/02/2018;03:42:51;Kaiser Jirick;59970-053;Parka Jackets;;14;;;;;Tangerang - Instagram;Jeff;SiCepat;1
odr1173;08/02/2018;02:40:17;Sharon Gilbertson;64380-716;Oversized T-Shirt;;6;;23;;;Tangerang - Whatsapp;Elon;POS Indonesia;2
odr1174;21/02/2018;17:37:57;Bebe Sutty;64942-0779;Mug;;14;;;;;Bandung - Website;Elon;JNT;2
odr1175;21/02/2018;08:58:24;Barclay Uccelli;68001-188;Topi;;9;;;;;Jakarta - Whatsapp;Nami;SiCepat;4
odr1176;26/02/2018;11:58:32;Coop Miroy;59667-0034;Mug;;24;;30;;;Jakarta - Lazada;Wanokuni;SiCepat;5
odr1177;06/02/2018;06:35:56;Otto Earey;25021-212;Sweater;;5;;;;;Semarang - Lazada;Wanokuni;Shopee Express;4
odr1178;26/02/2018;02:01:30;Donavon Didball;49349-701;Parka Jackets;;25;;;;;Bandung - Tiktok;Jeff;SiCepat;2
odr1179;05/02/2018;03:38:03;Clim Antat;43742-0240;T-Shirt;;4;;26;;;Tangerang - Website;Mark;POS Indonesia;1
odr1180;07/02/2018;18:36:32;Rubi Riddle;37205-837;Cargo Pants;;25;;;;;Depok - FB Marketplace;Mark;Shopee Express;4
odr1181;24/02/2018;02:23:06;Patrizia Devas;27808-051;Cargo Pants;;12;;19;;;Bali - Lazada;Elon;JNE;3
odr1182;21/02/2018;20:16:36;Vivyanne Eddins;20276-052;Mug;;19;;10;;;Bandung - Lazada;Rizal;JNT;4
odr1183;15/02/2018;17:33:51;Philis Cavnor;54973-2910;T-Shirt;;21;;26;;;Jakarta - Shopee;Wanokuni;POS Indonesia;2
odr1184;15/02/2018;20:50:25;Dee dee Sheivels;0615-7709;T-Shirt;;6;;;;;Bogor - Instagram;Nami;;5
odr1185;27/02/2018;13:37:48;Gregoor Gooms;43857-0265;Mug;;10;;;;;Bogor - FB Marketplace;Mark;;1
odr1186;16/02/2018;16:44:14;Penny Bercevelo;48951-6014;T-Shirt;;12;;29;;;;Nami;;5
odr1187;13/02/2018;04:21:08;Noach Inchan;0363-0446;;;17;;;;;Semarang - Instagram;Mark;Wahana;2
odr1188;14/02/2018;21:32:03;Crysta Ward;0904-1057;Topi;;12;;20;;;Bali - Instagram;Wanokuni;JNE;4
odr1189;04/02/2018;12:51:34;Carina Nund;49738-558;Oversized T-Shirt;;4;;5;;;Yogyakarta - Tokopedia;Abraham;JNE;2
odr1190;27/02/2018;16:47:02;Ellynn Weagener;41250-693;Oversized T-Shirt;;14;;;;;Bali - FB Marketplace;Elon;;3
odr1191;06/02/2018;14:27:29;Mischa Plowman;68645-457;Parka Jackets;;6;;;;;Depok - Tokopedia;Abraham;;2
odr1192;16/02/2018;02:18:51;Cello Langforth;49349-891;Mug;;6;;;;;Depok - Instagram;Abraham;JNT;1
odr1193;24/02/2018;20:13:00;Ives Amor;63739-480;Oversized T-Shirt;;15;;8;;;Bogor - Lazada;Nami;Tiki;1
odr1194;14/02/2018;16:47:53;Chlo Jefferys;11822-0974;Topi;;10;;;;;Yogyakarta - Whatsapp;Jeff;JNE;5
odr1195;14/02/2018;03:57:03;Ilario Rottery;60681-2805;Oversized T-Shirt;;12;;30;;;Bandung - Shopee;Jeff;JNE;3
odr1196;11/02/2018;21:28:44;Lindsy Tordoff;55154-4876;Parka Jackets;;3;;;;;Depok - Website;Mark;Shopee Express;2
odr1197;05/02/2018;03:56:43;Bobbee Stollenbeck;55154-5482;Sweater;;25;;14;;;Jakarta - FB Marketplace;Nami;POS Indonesia;2
odr1198;09/02/2018;21:22:29;Silas Ghidini;45737-251;Sweater;;16;;;;;Yogyakarta - Shopee;Mark;JNT;1
odr1199;11/02/2018;21:32:29;Mandi Dmytryk;62721-0470;T-Shirt;;17;;;;;Bandung - Shopee;Wanokuni;Tiki;3
odr1200;21/02/2018;22:06:43;Ab Jorry;62756-755;Topi;;18;;;;;Bogor - Lazada;Jeff;Tiki;3
odr1201;06/02/2018;09:46:07;Milzie Baseggio;68703-082;T-Shirt;;20;;25;;;Bogor - Tokopedia;Elon;Tiki;5
odr1202;06/02/2018;06:32:15;Madella Corbally;31722-330;Topi;;10;;19;;;Jakarta - Shopee;Rizal;SiCepat;2
odr1203;03/02/2018;02:36:46;Burnaby Muslim;49999-818;T-Shirt;;3;;35;;;;Abraham;Wahana;4
odr1204;11/02/2018;04:15:44;Susana Brammar;43269-854;T-Shirt;;24;;25;;;Bandung - Website;Jeff;Tiki;4
odr1205;03/02/2018;15:26:02;Christiane Fenlon;30400-214;Parka Jackets;;13;;10;;;Bali - FB Marketplace;Rizal;Shopee Express;5
odr1206;17/02/2018;20:34:16;Doralin Fricke;0078-0521;Oversized T-Shirt;;2;;;;;Bogor - Shopee;Abraham;POS Indonesia;5
odr1207;05/02/2018;17:50:22;Ainslie Scothorn;68745-1048;T-Shirt;;1;;;;;Bali - Tiktok;Nami;Wahana;5
odr1208;19/02/2018;05:26:27;Jena Ville;59779-458;Topi;;4;;31;;;Bandung - Instagram;Nami;Tiki;4
odr1209;12/02/2018;13:00:46;Stesha O'Fallowne;45014-152;Oversized T-Shirt;;23;;30;;;Tangerang - FB Marketplace;Nami;Shopee Express;1
odr1210;24/02/2018;12:29:27;Emma Beddoes;49527-571;Mug;;5;;24;;;Semarang - Shopee;Mark;Tiki;4
odr1211;07/02/2018;00:18:27;Alain Eickhoff;0143-9768;Oversized T-Shirt;;9;;;;;Yogyakarta - Website;Jeff;JNE;4
odr1212;08/02/2018;21:20:19;Curt Palfreman;35000-860;Parka Jackets;;23;;34;;;Bali - Whatsapp;Nami;JNE;3
odr1213;11/02/2018;16:27:29;Milzie Baseggio;54868-6106;T-Shirt;;18;;;;;Semarang - Tokopedia;Nami;JNT;4
odr1214;11/02/2018;07:19:26;Marlin Ghion;67046-044;T-Shirt;;7;;;;;Jakarta - Tokopedia;Wanokuni;JNE;5
odr1215;11/02/2018;08:16:47;Ursulina Adrianello;76237-209;Cargo Pants;;16;;13;;;Yogyakarta - Whatsapp;Jeff;JNT;1
odr1216;17/02/2018;10:05:14;Mariam McKim;21695-855;Topi;;14;;;;;Tangerang - Shopee;Nami;Shopee Express;2
odr1217;05/02/2018;05:15:25;Katrina Sisnett;35000-711;Sweater;;13;;7;;;Depok - Tokopedia;Rizal;JNE;5
odr1218;16/02/2018;20:43:07;Kendell Folan;16729-006;T-Shirt;;6;;;;;Depok - FB Marketplace;Jeff;JNT;2
odr1219;13/02/2018;09:14:47;Beitris Havile;48951-7116;Topi;;13;;27;;;Bali - Lazada;Rizal;POS Indonesia;2
odr1220;07/02/2018;03:00:28;Flossy Mesnard;54868-3801;Oversized T-Shirt;;24;;;;;Jakarta - Shopee;Jeff;JNT;1
odr1221;25/02/2018;22:25:44;Windy Barbosa;54868-1852;Parka Jackets;;10;;9;;;Tangerang - FB Marketplace;Elon;POS Indonesia;2
odr1222;22/02/2018;11:43:38;Patrizia Devas;59762-5029;;;20;;26;;;Tangerang - Lazada;Wanokuni;JNT;3
odr1223;08/02/2018;08:27:13;Leia Instrell;51706-508;Oversized T-Shirt;;23;;12;;;Tangerang - Instagram;Elon;POS Indonesia;1
odr1224;16/02/2018;11:06:16;Dusty Warn;0409-7418;Oversized T-Shirt;;4;;;;;Jakarta - Tokopedia;Abraham;POS Indonesia;1
odr1225;08/02/2018;05:07:21;Sada Blaisdale;68084-109;Cargo Pants;;16;;28;;;;Elon;POS Indonesia;1
odr1226;22/02/2018;20:08:20;Madella Corbally;68479-220;Topi;;6;;34;;;Depok - Shopee;Nami;POS Indonesia;3
odr1227;10/02/2018;14:37:54;Sheila Murfin;49738-374;Cargo Pants;;9;;16;;;Yogyakarta - Lazada;Abraham;JNT;1
odr1228;20/02/2018;07:19:38;Hannah Fortnam;64980-307;Oversized T-Shirt;;15;;;;;Bali - Shopee;Nami;Tiki;4
odr1229;27/02/2018;21:37:33;Nolan Redley;21695-677;T-Shirt;;5;;;;;Jakarta - Instagram;Elon;Shopee Express;1
odr1230;26/02/2018;14:18:34;Gracia Murfin;33261-685;Oversized T-Shirt;;13;;;;;Depok - Tokopedia;Elon;;1
odr1231;02/02/2018;01:08:31;Boone Zanuciolii;76485-1016;T-Shirt;;21;;;;;Bandung - Lazada;Rizal;Wahana;2
odr1232;07/02/2018;03:04:25;Ferd Tomaskov;52125-371;Topi;;6;;12;;;Depok - Shopee;Rizal;POS Indonesia;1
odr1233;18/02/2018;00:29:30;Lulita Roycroft;66382-003;Oversized T-Shirt;;22;;13;;;Jakarta - Tokopedia;Wanokuni;Shopee Express;4
odr1234;22/02/2018;04:53:40;Stacy Cosson;58668-0351;T-Shirt;;25;;;;;Depok - Lazada;Wanokuni;POS Indonesia;5
odr1235;12/02/2018;16:28:32;Francoise Inott;34645-4010;Parka Jackets;;2;;29;;;Tangerang - Website;Jeff;Tiki;2
odr1236;08/02/2018;16:50:14;Wallie Moreland;37205-243;Parka Jackets;;14;;13;;;Tangerang - FB Marketplace;Nami;POS Indonesia;3
odr1237;03/02/2018;11:37:41;Mechelle Brackstone;49738-124;Oversized T-Shirt;;20;;;;;Depok - Lazada;Elon;;4
odr1238;12/02/2018;10:32:14;Lexy Yeabsley;54575-966;T-Shirt;;9;;15;;;Yogyakarta - FB Marketplace;Mark;Shopee Express;2
odr1239;19/02/2018;03:11:00;Carrol Jaszczak;36987-1291;Cargo Pants;;15;;24;;;Tangerang - Shopee;Wanokuni;JNE;3
odr1240;02/02/2018;12:59:10;Ruddy Vedekhov;0037-0245;Topi;;16;;15;;;Bogor - Tiktok;Wanokuni;Tiki;4
odr1241;02/02/2018;02:57:53;Seymour Maciejewski;0069-0145;Parka Jackets;;5;;22;;;Jakarta - FB Marketplace;Wanokuni;Shopee Express;4
odr1242;08/02/2018;18:37:41;Chicky Boosey;67777-120;Cargo Pants;;13;;;;;Tangerang - Tokopedia;Wanokuni;SiCepat;5
odr1243;22/02/2018;15:24:59;Marylynne Oguz;0517-6110;Parka Jackets;;15;;;;;Jakarta - FB Marketplace;Jeff;JNT;3
odr1244;17/02/2018;19:13:52;Elnar Drever;49738-258;T-Shirt;;23;;;;;Yogyakarta - Instagram;Rizal;Shopee Express;4
odr1245;03/02/2018;05:11:20;Mic Lobe;24208-430;T-Shirt;;16;;;;;Tangerang - Tokopedia;Abraham;;3
odr1246;05/02/2018;18:13:09;Zane Lusher;24208-478;Parka Jackets;;2;;32;;;Yogyakarta - Shopee;Mark;JNE;2
odr1247;11/02/2018;02:53:13;Gan Castagne;0378-1813;T-Shirt;;20;;;;;Semarang - FB Marketplace;Elon;JNE;5
odr1248;02/02/2018;14:27:34;Kain Morrant;63323-483;Mug;;18;;26;;;;Abraham;Shopee Express;3
odr1249;17/02/2018;04:27:48;Geoffry Miliffe;0409-1412;Oversized T-Shirt;;4;;;;;Jakarta - FB Marketplace;Abraham;Shopee Express;4
odr1250;16/02/2018;11:52:45;Mab Habbes;63936-8558;Oversized T-Shirt;;18;;;;;Bali - Tiktok;Abraham;Shopee Express;3
odr1251;13/02/2018;02:36:40;Tymon Guildford;49349-519;;;25;;34;;;Tangerang - Shopee;Nami;JNE;3
odr1252;04/02/2018;11:44:07;Dorice Jarman;0942-6489;Sweater;;18;;10;;;Yogyakarta - Instagram;Wanokuni;SiCepat;2
odr1253;14/02/2018;10:57:06;Maura Kalisch;49999-454;Oversized T-Shirt;;10;;;;;Bandung - Tiktok;Nami;SiCepat;1
odr1254;11/02/2018;21:17:38;Mechelle Brackstone;57520-0552;T-Shirt;;19;;;;;Depok - Lazada;Jeff;Shopee Express;1
odr1255;21/02/2018;07:32:19;Murial Whistan;43742-0302;Cargo Pants;;15;;;;;Bali - Whatsapp;Rizal;JNT;2
odr1256;24/02/2018;07:43:13;Deana Hoppner;60505-2967;Mug;;11;;8;;;Depok - Shopee;Jeff;SiCepat;1
odr1257;26/02/2018;22:42:29;Madlin Conneau;52125-869;Oversized T-Shirt;;21;;25;;;Bogor - Instagram;Wanokuni;Tiki;5
odr1258;16/02/2018;12:14:45;Peria Logsdail;63481-439;Parka Jackets;;18;;18;;;Bandung - Lazada;Jeff;SiCepat;3
odr1259;15/02/2018;14:03:50;Ruddy Vedekhov;51009-206;Oversized T-Shirt;;17;;20;;;Bandung - Tiktok;Mark;;5
odr1260;10/02/2018;16:53:38;Felicity Primak;66116-432;T-Shirt;;2;;;;;Bogor - Tokopedia;Nami;POS Indonesia;2
odr1261;10/02/2018;06:08:54;Ainslie Scothorn;55728-001;Mug;;2;;;;;Jakarta - Website;Wanokuni;Wahana;2
odr1262;08/02/2018;06:15:00;Torey Dwane;43063-012;T-Shirt;;2;;;;;Bali - Lazada;Mark;Tiki;3
odr1263;24/02/2018;06:56:10;Caitlin Breit;57955-1541;T-Shirt;;15;;33;;;Yogyakarta - Website;Wanokuni;Shopee Express;1
odr1264;19/02/2018;22:08:46;Galen Janic;10267-0546;T-Shirt;;3;;;;;Jakarta - Website;Jeff;Wahana;3
odr1265;24/02/2018;23:08:08;Antonietta Mollison;59883-920;T-Shirt;;12;;;;;Yogyakarta - Tiktok;Wanokuni;Shopee Express;4
odr1266;25/02/2018;05:36:30;Athena Kloisner;16729-001;;;23;;35;;;Bogor - Whatsapp;Jeff;JNT;3
odr1267;27/02/2018;01:25:48;Rosanna Rappoport;36987-1197;T-Shirt;;23;;22;;;Yogyakarta - FB Marketplace;Abraham;JNT;4
odr1268;27/02/2018;22:13:34;Guy Ownsworth;0007-4643;Sweater;;10;;;;;Bali - FB Marketplace;Wanokuni;POS Indonesia;5
odr1269;04/02/2018;09:14:50;Cornell Macak;0904-6112;T-Shirt;;8;;27;;;Bali - Website;Wanokuni;Wahana;4
odr1270;03/02/2018;18:55:28;Loren Prenty;64159-6011;;;4;;;;;Tangerang - Whatsapp;Elon;JNE;4
odr1271;25/02/2018;07:00:56;Merline McGilvary;68645-191;T-Shirt;;14;;;;;Jakarta - Instagram;Rizal;SiCepat;2
odr1272;22/02/2018;23:32:50;Riki Bickerstasse;63868-974;Parka Jackets;;7;;7;;;Tangerang - Whatsapp;Rizal;SiCepat;2
odr1273;27/02/2018;07:58:50;Emiline Oddey;54748-301;Parka Jackets;;16;;;;;Jakarta - Instagram;Nami;SiCepat;4
odr1274;11/02/2018;22:40:32;Skell Hackin;55111-156;;;20;;;;;Semarang - Tiktok;Mark;JNE;4
odr1275;01/02/2018;20:46:01;Denny Tunnacliffe;65585-577;Oversized T-Shirt;;7;;;;;Jakarta - FB Marketplace;Rizal;Shopee Express;4
odr1276;05/02/2018;18:02:42;Crysta Ward;54868-5218;T-Shirt;;23;;23;;;Bandung - Lazada;Mark;JNE;5
odr1277;04/02/2018;08:47:22;Bunny Crepel;64117-839;Mug;;20;;;;;;Mark;Tiki;4
odr1278;06/02/2018;21:13:35;Cherice Trowler;63323-280;Oversized T-Shirt;;21;;8;;;Jakarta - Website;Abraham;POS Indonesia;1
odr1279;11/02/2018;10:13:55;Doro Cowdry;68001-152;T-Shirt;;16;;;;;Jakarta - FB Marketplace;Nami;POS Indonesia;1
odr1280;03/02/2018;01:37:45;Donaugh Balding;68084-787;T-Shirt;;4;;23;;;Jakarta - FB Marketplace;Nami;;3
odr1281;24/02/2018;07:04:20;Eveleen Lovie;30142-693;Topi;;23;;;;;;Wanokuni;Shopee Express;4
odr1282;19/02/2018;21:47:12;Aldis Laurant;49781-079;Oversized T-Shirt;;3;;;;;Jakarta - Tokopedia;Rizal;JNE;3
odr1283;19/02/2018;12:06:16;Arvie Schusterl;0004-1101;T-Shirt;;3;;34;;;Depok - Whatsapp;Abraham;;5
odr1284;01/02/2018;05:34:10;Doralin Fricke;0409-1209;Oversized T-Shirt;;21;;;;;Yogyakarta - FB Marketplace;Wanokuni;SiCepat;1
odr1285;05/02/2018;23:11:56;Tabitha Truin;0013-0101;T-Shirt;;7;;23;;;Semarang - Instagram;Elon;;1
odr1286;05/02/2018;10:03:06;Milo Taffarello;43063-401;Oversized T-Shirt;;11;;;;;Depok - FB Marketplace;Wanokuni;SiCepat;1
odr1287;19/02/2018;12:04:15;Breena Hearon;60905-0028;Parka Jackets;;6;;9;;;Semarang - Shopee;Mark;SiCepat;3
odr1288;14/02/2018;16:44:25;Herby Bates;41415-047;Oversized T-Shirt;;24;;;;;Semarang - Website;Abraham;POS Indonesia;5
odr1289;10/02/2018;21:11:27;Mychal Codlin;60429-769;Topi;;7;;;;;Bogor - Lazada;Abraham;POS Indonesia;4
odr1290;05/02/2018;21:03:29;Christian Dulinty;49348-097;T-Shirt;;20;;;;;Bali - Tiktok;Nami;SiCepat;1
odr1291;22/02/2018;08:43:50;Hayes Skamell;16129-003;Oversized T-Shirt;;12;;;;;Jakarta - Website;Nami;JNE;5
odr1292;07/02/2018;05:01:04;Ellie Klimt;55315-019;Oversized T-Shirt;;23;;;;;Jakarta - Website;Abraham;Wahana;5
odr1293;26/02/2018;10:02:18;Jennine Sandhill;0049-0056;Parka Jackets;;6;;9;;;Bogor - Tokopedia;Jeff;POS Indonesia;4
odr1294;18/02/2018;00:13:44;Dulcinea Karadzas;52125-743;Oversized T-Shirt;;7;;;;;Yogyakarta - Tiktok;Nami;POS Indonesia;1
odr1295;24/02/2018;17:03:47;Keslie McCurrie;36800-942;T-Shirt;;21;;31;;;Jakarta - Tokopedia;Abraham;SiCepat;1
odr1296;11/02/2018;14:23:30;Galen Janic;0603-2433;Topi;;1;;32;;;Bandung - Tokopedia;Elon;Tiki;2
odr1297;06/02/2018;05:19:41;Ame Santoro;76237-201;Oversized T-Shirt;;11;;29;;;Bali - Shopee;Jeff;Tiki;5
odr1298;08/02/2018;13:49:22;Xever Dionisi;0009-0698;Mug;;22;;;;;Jakarta - Shopee;Elon;JNE;4
odr1299;14/02/2018;06:03:34;Aylmar Sannes;36800-481;Oversized T-Shirt;;11;;;;;Yogyakarta - Tiktok;Mark;;2
odr1300;27/02/2018;21:34:26;Cyb Schiersch;0056-0188;T-Shirt;;10;;;;;Depok - Instagram;Mark;SiCepat;5
odr1301;06/02/2018;07:29:35;Reginald Gillooly;68196-041;Parka Jackets;;10;;;;;Yogyakarta - Tokopedia;Abraham;POS Indonesia;2
odr1302;19/02/2018;19:20:12;Cristian McAirt;54643-5646;T-Shirt;;21;;;;;Bogor - Whatsapp;Wanokuni;JNT;1
odr1303;03/02/2018;23:16:26;Claudette Handes;0536-3405;Topi;;24;;;;;Tangerang - Whatsapp;Abraham;;2
odr1304;06/02/2018;18:21:29;Earlie Moorton;55154-1681;Topi;;24;;;;;Bandung - Lazada;Wanokuni;JNT;3
odr1305;07/02/2018;18:08:38;Martyn Rawkesby;57955-8345;Mug;;12;;;;;Bali - Lazada;Rizal;Shopee Express;2
odr1306;06/02/2018;02:46:20;Eddi Hegg;0378-3612;T-Shirt;;13;;;;;Depok - Whatsapp;Elon;;1
odr1307;25/02/2018;06:53:37;Chlo Jefferys;68258-6106;T-Shirt;;25;;;;;Semarang - Instagram;Jeff;Wahana;3
