order_id;Tanggal_Order;Waktu_Pesan;Nama_Pemesan;No_Resi;Produk;Kategori;Jumlah_Pesanan;Harga;Diskon;Total_Harga;Profit;Kota_Pengiriman - Media_Pemesanan;Admin_Proses;Ekspedisi;Rating_Fix
odr14643;03/02/2020;02:09:38;Tobye Colleer;27281-004;;;20;;34;;;Bali - Shopee;Wanokuni;JNT;1
odr14644;15/02/2020;18:03:11;Mordecai Bankhurst;10742-8580;Oversized T-Shirt;;13;;19;;;Bogor - Instagram;Abraham;JNE;4
odr14645;15/02/2020;10:14:06;Ebonee Nelane;58737-101;Parka Jackets;;16;;;;;Bali - Whatsapp;Abraham;Tiki;4
odr14646;06/02/2020;07:20:06;Emma Beddoes;68405-298;T-Shirt;;3;;;;;Tangerang - Lazada;Elon;Shopee Express;4
odr14647;12/02/2020;23:50:39;Wally Trussler;0185-0613;T-Shirt;;13;;;;;Depok - FB Marketplace;Mark;JNT;4
odr14648;02/02/2020;03:58:11;Clim Antat;68016-404;Oversized T-Shirt;;20;;;;;Yogyakarta - Instagram;Rizal;;1
odr14649;17/02/2020;16:11:07;Chere Rubes;52257-1220;Parka Jackets;;12;;19;;;Bandung - Whatsapp;Abraham;Shopee Express;2
odr14650;28/02/2020;10:09:06;Arin Elbourn;0054-8722;Oversized T-Shirt;;14;;8;;;Semarang - Whatsapp;Nami;;4
odr14651;09/02/2020;22:28:26;Elmore Ibert;76282-405;Oversized T-Shirt;;3;;29;;;Tangerang - Instagram;Rizal;JNT;1
odr14652;06/02/2020;05:51:01;Eal Henrionot;55648-741;Sweater;;17;;;;;Jakarta - Tiktok;Wanokuni;Tiki;2
odr14653;08/02/2020;00:26:58;Daune Ilyukhov;0378-8105;T-Shirt;;21;;10;;;Yogyakarta - Tiktok;Rizal;Tiki;1
odr14654;27/02/2020;11:58:51;Brose Thandi;49035-003;Topi;;13;;;;;Depok - Instagram;Jeff;Shopee Express;4
odr14655;03/02/2020;04:57:46;Cliff Midner;65044-1833;Mug;;3;;;;;Semarang - Lazada;Mark;SiCepat;1
odr14656;18/02/2020;18:45:53;Dido Daventry;21695-960;T-Shirt;;5;;9;;;Depok - Lazada;Abraham;SiCepat;1
odr14657;03/02/2020;23:31:52;Zollie Dawbury;53510-000;Parka Jackets;;12;;18;;;Semarang - Tiktok;Rizal;Wahana;1
odr14658;09/02/2020;21:39:59;Janek Portwaine;60758-802;Sweater;;23;;;;;Tangerang - Shopee;Mark;JNT;3
odr14659;17/02/2020;21:33:45;Paton Goney;51531-0838;Topi;;18;;;;;Jakarta - Whatsapp;Wanokuni;Tiki;
odr14660;05/02/2020;21:44:59;Caye Farnall;0187-2200;Topi;;10;;21;;;Depok - Shopee;Mark;Shopee Express;2
odr14661;21/02/2020;22:20:15;Shanan McNeachtain;68788-9185;Mug;;18;;;;;Bandung - FB Marketplace;Elon;SiCepat;4
odr14662;19/02/2020;12:06:27;Elmore Ibert;61543-1644;T-Shirt;;15;;;;;Bogor - Shopee;Jeff;Wahana;
odr14663;12/02/2020;23:13:48;Libbi Rainforth;55045-3848;T-Shirt;;15;;16;;;Bandung - Shopee;Elon;JNT;2
odr14664;09/02/2020;05:46:45;Russell Berrick;52664-003;Oversized T-Shirt;;3;;27;;;Bogor - Whatsapp;Rizal;;2
odr14665;25/02/2020;00:29:55;Madella Corbally;68745-1036;Sweater;;1;;;;;Bogor - Whatsapp;Wanokuni;POS Indonesia;2
odr14666;26/02/2020;09:11:30;Irvine Abramov;42192-146;Sweater;;9;;17;;;Bandung - Shopee;Jeff;Shopee Express;1
odr14667;18/02/2020;01:40:13;Marlin Ghion;50988-454;Oversized T-Shirt;;5;;19;;;Bogor - FB Marketplace;Abraham;SiCepat;3
odr14668;24/02/2020;12:24:33;Jonathon Stroton;54913-001;Oversized T-Shirt;;24;;;;;Bandung - Shopee;Mark;Shopee Express;4
odr14669;01/02/2020;11:59:30;Syd O'Duilleain;50441-0001;Sweater;;15;;;;;Depok - FB Marketplace;Wanokuni;SiCepat;1
odr14670;11/02/2020;06:54:50;Tess Heads;62756-915;Cargo Pants;;3;;18;;;;Nami;POS Indonesia;3
odr14671;20/02/2020;20:40:42;Loren Prenty;47682-450;T-Shirt;;20;;;;;Yogyakarta - Tokopedia;Mark;POS Indonesia;4
odr14672;04/02/2020;14:52:49;Benson Rawlyns;43857-0151;Parka Jackets;;1;;18;;;Tangerang - Whatsapp;Mark;Shopee Express;2
odr14673;05/02/2020;14:09:43;Lula Stranaghan;68828-139;Mug;;17;;30;;;Bandung - Whatsapp;Nami;JNE;1
odr14674;15/02/2020;18:01:50;Cordelie O' Timony;16729-231;Parka Jackets;;25;;25;;;Tangerang - Website;Rizal;JNE;4
odr14675;13/02/2020;16:54:27;Bianka Stallard;51645-711;T-Shirt;;8;;;;;Tangerang - Tokopedia;Mark;JNE;2
odr14676;14/02/2020;15:22:42;Caralie Gyenes;63972-006;Mug;;6;;;;;Semarang - Website;Jeff;SiCepat;3
odr14677;12/02/2020;12:05:49;Sharon Gilbertson;18018-502;Cargo Pants;;18;;;;;Jakarta - Tiktok;Mark;Wahana;3
odr14678;16/02/2020;00:40:14;Laughton Cleaton;63354-026;Cargo Pants;;12;;24;;;Bali - Lazada;Abraham;Tiki;3
odr14679;13/02/2020;09:18:51;Kris Masters;64125-139;T-Shirt;;8;;;;;Jakarta - Tokopedia;Nami;JNT;1
odr14680;05/02/2020;19:08:37;Estrella Grollmann;37205-119;Oversized T-Shirt;;16;;;;;Semarang - Shopee;Mark;JNE;1
odr14681;22/02/2020;04:19:54;Carine Harmer;35192-011;Oversized T-Shirt;;25;;;;;Bandung - Lazada;Elon;POS Indonesia;1
odr14682;23/02/2020;16:53:36;Nolan Redley;47918-840;Oversized T-Shirt;;12;;;;;Bandung - Shopee;Elon;;4
odr14683;10/02/2020;16:00:27;Rance Sibson;54575-476;Sweater;;2;;;;;Bali - Instagram;Jeff;SiCepat;2
odr14684;18/02/2020;19:03:07;Denny Tunnacliffe;10956-200;Oversized T-Shirt;;3;;;;;Bogor - Tokopedia;Elon;Tiki;
odr14685;18/02/2020;06:22:20;Robbert Jude;68387-801;Sweater;;12;;35;;;;Nami;JNE;3
odr14686;18/02/2020;15:16:28;Jamima Lambert;58118-0129;Topi;;25;;9;;;;Rizal;Wahana;1
odr14687;05/02/2020;04:39:24;Clim Antat;36987-2272;Sweater;;15;;22;;;Yogyakarta - Tiktok;Abraham;POS Indonesia;4
odr14688;16/02/2020;07:37:43;Jere Brumfield;65342-1394;T-Shirt;;23;;7;;;Semarang - Lazada;Nami;Tiki;5
odr14689;25/02/2020;02:32:01;Ailee Ayliff;52605-139;Parka Jackets;;13;;;;;Bandung - Whatsapp;Elon;JNT;5
odr14690;13/02/2020;16:03:55;Madlin Conneau;59958-202;T-Shirt;;7;;33;;;Yogyakarta - FB Marketplace;Elon;SiCepat;4
odr14691;08/02/2020;17:59:36;Melly Grabham;61589-1906;Sweater;;6;;;;;Tangerang - Shopee;Abraham;Tiki;5
odr14692;12/02/2020;08:58:16;Curt Palfreman;64268-001;Cargo Pants;;16;;;;;Bali - Shopee;Nami;JNT;2
odr14693;28/02/2020;21:26:21;Marcus Proudlove;58668-2581;Oversized T-Shirt;;25;;;;;Semarang - Instagram;Wanokuni;Shopee Express;
odr14694;04/02/2020;15:56:22;Tabby Dockree;0363-5337;Oversized T-Shirt;;7;;31;;;Bogor - FB Marketplace;Elon;JNT;2
odr14695;03/02/2020;09:51:05;Ofella Skidmore;55289-522;;;6;;28;;;Bogor - Whatsapp;Elon;Shopee Express;2
odr14696;27/02/2020;13:23:12;Wright Saffle;36987-2875;Parka Jackets;;14;;;;;Tangerang - Lazada;Wanokuni;JNE;4
odr14697;06/02/2020;23:16:51;Tierney Morshead;63629-4129;T-Shirt;;21;;;;;Jakarta - Tiktok;Rizal;POS Indonesia;2
odr14698;10/02/2020;13:01:00;Gayle Pancoast;56062-751;Mug;;19;;21;;;Bandung - Instagram;Wanokuni;POS Indonesia;4
odr14699;24/02/2020;05:32:24;Melly Grabham;49817-1989;Oversized T-Shirt;;6;;;;;Semarang - Whatsapp;Rizal;POS Indonesia;3
odr14700;28/02/2020;19:34:13;Kinny Winks;0527-1368;Sweater;;1;;;;;Bali - Tiktok;Wanokuni;Tiki;1
odr14701;09/02/2020;11:07:26;Loren Prenty;60660-7786;T-Shirt;;10;;;;;Bogor - FB Marketplace;Jeff;Tiki;4
odr14702;14/02/2020;15:12:51;Tish Tourmell;23155-134;Oversized T-Shirt;;9;;33;;;Bandung - Shopee;Abraham;;2
odr14703;11/02/2020;17:31:49;Caye Farnall;0924-5701;;;11;;;;;;Rizal;SiCepat;5
odr14704;17/02/2020;01:31:18;Annabela Ockendon;49643-393;Cargo Pants;;8;;;;;Semarang - Shopee;Wanokuni;Tiki;2
odr14705;04/02/2020;21:09:17;Ardra Selland;55319-014;Mug;;16;;;;;Bali - Whatsapp;Abraham;Wahana;5
odr14706;08/02/2020;08:28:15;Odille Lafay;52125-297;Sweater;;24;;;;;;Rizal;JNE;5
odr14707;13/02/2020;03:56:57;Marina Spinelli;58411-192;Oversized T-Shirt;;12;;8;;;Bandung - Instagram;Wanokuni;Tiki;1
odr14708;22/02/2020;10:50:38;Marina Spinelli;16590-320;Topi;;16;;;;;Tangerang - Tokopedia;Rizal;SiCepat;5
odr14709;07/02/2020;10:14:06;Matilda Fortman;10812-439;T-Shirt;;3;;;;;Depok - Whatsapp;Jeff;Shopee Express;2
odr14710;21/02/2020;04:48:26;Kris Masters;49973-245;Sweater;;25;;13;;;Bogor - Instagram;Rizal;JNE;2
odr14711;28/02/2020;10:35:21;Justinn Walhedd;51885-8130;Mug;;9;;;;;Bandung - Whatsapp;Mark;Tiki;2
odr14712;15/02/2020;05:03:24;Gerek Savell;67544-251;Sweater;;12;;17;;;Depok - FB Marketplace;Nami;JNT;2
odr14713;19/02/2020;10:44:36;Hayes Skamell;57842-7732;Mug;;12;;9;;;Jakarta - Whatsapp;Abraham;Shopee Express;4
odr14714;09/02/2020;05:27:35;Lavina Galbreth;0904-5981;T-Shirt;;6;;;;;Bali - Tokopedia;Nami;JNT;5
odr14715;24/02/2020;14:01:35;Kris Masters;50184-1027;Oversized T-Shirt;;6;;16;;;;Nami;Wahana;2
odr14716;11/02/2020;09:31:48;Lanni Upson;49035-217;Sweater;;25;;25;;;Yogyakarta - Lazada;Elon;Wahana;1
odr14717;03/02/2020;23:13:59;Alex Claisse;44911-0052;;;23;;;;;Bali - Instagram;Mark;JNT;4
odr14718;06/02/2020;15:47:29;Tait Downes;52125-320;T-Shirt;;5;;;;;Yogyakarta - Tiktok;Elon;Wahana;
odr14719;10/02/2020;01:37:13;Brit Denys;0527-1552;Mug;;2;;;;;Jakarta - Tokopedia;Elon;JNT;4
odr14720;27/02/2020;16:33:24;Nelie Rorke;24236-819;Oversized T-Shirt;;13;;8;;;Jakarta - Shopee;Abraham;Tiki;3
odr14721;10/02/2020;14:34:44;Caddric Curtin;65862-120;Oversized T-Shirt;;10;;11;;;Bogor - Tiktok;Mark;Wahana;2
odr14722;15/02/2020;06:19:22;Barclay Uccelli;60429-374;Oversized T-Shirt;;10;;15;;;Depok - Website;Mark;Shopee Express;2
odr14723;07/02/2020;18:57:10;Culley Forrestill;21695-148;Parka Jackets;;22;;;;;Jakarta - Shopee;Abraham;Shopee Express;4
odr14724;28/02/2020;00:26:25;Paton Goney;55154-9659;T-Shirt;;13;;25;;;Jakarta - Shopee;Rizal;POS Indonesia;3
odr14725;28/02/2020;19:12:23;Reynard Chrstine;54868-4770;Oversized T-Shirt;;1;;;;;Depok - FB Marketplace;Wanokuni;Shopee Express;5
odr14726;11/02/2020;13:33:45;Idalia Fulks;0363-3450;Oversized T-Shirt;;16;;;;;Depok - Shopee;Abraham;JNE;2
odr14727;04/02/2020;17:42:59;Mommy Tuite;13734-113;Sweater;;1;;28;;;Bali - Tiktok;Nami;;5
odr14728;02/02/2020;01:59:11;Vannie Dargavel;10888-7136;Topi;;5;;24;;;Tangerang - Tiktok;Abraham;JNE;5
odr14729;06/02/2020;22:47:11;Shanan McNeachtain;11673-845;Mug;;6;;;;;Tangerang - Tokopedia;Jeff;SiCepat;2
odr14730;27/02/2020;21:21:46;Gertrud Harget;0264-3200;Parka Jackets;;13;;;;;Bandung - FB Marketplace;Rizal;SiCepat;2
odr14731;18/02/2020;05:56:48;Lurleen Smurfitt;49349-054;Sweater;;22;;;;;Jakarta - Tokopedia;Abraham;;2
odr14732;25/02/2020;09:27:31;Doralin Fricke;98132-730;Mug;;7;;;;;;Elon;Wahana;4
odr14733;12/02/2020;06:38:08;Brianne Dyerson;0093-7172;Topi;;7;;21;;;Bali - Whatsapp;Abraham;POS Indonesia;2
odr14734;06/02/2020;04:43:50;Nicolai Jerrems;63739-066;Oversized T-Shirt;;25;;;;;Bogor - Tokopedia;Nami;POS Indonesia;3
odr14735;24/02/2020;15:17:39;Ketty Letterick;52533-202;Parka Jackets;;10;;;;;Jakarta - Instagram;Abraham;Tiki;1
odr14736;05/02/2020;02:02:33;Bay Lydster;50845-0181;Oversized T-Shirt;;14;;24;;;;Mark;Tiki;4
odr14737;14/02/2020;06:21:22;Evelyn Whitehouse;50481-3201;Oversized T-Shirt;;9;;;;;;Elon;Wahana;1
odr14738;03/02/2020;17:09:18;Martino Matterface;61010-7000;Mug;;24;;21;;;Bogor - Whatsapp;Mark;Wahana;5
odr14739;16/02/2020;15:12:57;Staford Strongman;63868-145;T-Shirt;;20;;;;;Tangerang - Lazada;Jeff;SiCepat;5
odr14740;27/02/2020;12:10:50;Terrill Winch;21695-339;Oversized T-Shirt;;18;;;;;Tangerang - Whatsapp;Wanokuni;SiCepat;1
odr14741;17/02/2020;02:36:46;Dorothy Melton;46122-600;Oversized T-Shirt;;8;;35;;;;Abraham;Shopee Express;4
odr14742;02/02/2020;16:17:19;Vikky Purdie;0113-0096;Mug;;24;;;;;Depok - Tiktok;Abraham;SiCepat;2
odr14743;28/02/2020;18:28:08;Ruby MacFadden;24658-241;Parka Jackets;;6;;5;;;Bogor - Whatsapp;Elon;SiCepat;4
odr14744;02/02/2020;22:31:09;Georg Ladbrooke;60429-071;Topi;;24;;20;;;Jakarta - Lazada;Rizal;JNE;5
odr14745;09/02/2020;05:14:30;Orren Stiffkins;37808-140;Oversized T-Shirt;;18;;12;;;Depok - Tiktok;Abraham;Wahana;4
odr14746;16/02/2020;01:41:37;Jacquette Crick;57627-130;T-Shirt;;15;;29;;;Jakarta - Whatsapp;Abraham;SiCepat;
odr14747;11/02/2020;11:37:40;Gay Gammie;41163-384;Topi;;5;;9;;;Yogyakarta - Lazada;Wanokuni;JNT;4
odr14748;10/02/2020;14:17:12;Inga Sekulla;49349-550;Mug;;7;;17;;;Bogor - Lazada;Elon;Tiki;4
odr14749;16/02/2020;10:28:13;Merline McGilvary;50220-001;Sweater;;14;;;;;Jakarta - Tokopedia;Jeff;Wahana;4
odr14750;03/02/2020;20:17:31;Marylou Rockall;36987-1902;Mug;;22;;5;;;Depok - Shopee;Mark;Tiki;5
odr14751;16/02/2020;15:17:26;Culley Forrestill;42421-034;Oversized T-Shirt;;20;;;;;Yogyakarta - Tokopedia;Wanokuni;JNE;4
odr14752;23/02/2020;10:25:16;Pacorro Kervin;43598-021;T-Shirt;;5;;;;;Yogyakarta - Shopee;Rizal;Shopee Express;4
odr14753;22/02/2020;02:04:12;Malachi Moyle;50268-113;Oversized T-Shirt;;17;;19;;;Jakarta - Lazada;Elon;Wahana;4
odr14754;26/02/2020;18:36:15;Onfroi Iskower;65862-064;Oversized T-Shirt;;21;;15;;;Bandung - Tiktok;Mark;Tiki;4
odr14755;15/02/2020;07:04:38;Ailee Ayliff;42865-306;Mug;;17;;;;;Semarang - Tokopedia;Nami;SiCepat;4
odr14756;12/02/2020;00:57:13;Dorothy Melton;49288-0422;Topi;;10;;35;;;Bogor - Lazada;Nami;JNE;3
odr14757;06/02/2020;23:50:33;Margery Ghiriardelli;33261-754;Topi;;8;;22;;;;Wanokuni;JNE;4
odr14758;15/02/2020;16:45:47;Berkley Howick;16714-305;T-Shirt;;5;;7;;;Bali - Instagram;Jeff;JNE;5
odr14759;03/02/2020;06:08:24;Nicolai Jerrems;0054-0176;Mug;;4;;8;;;Jakarta - Website;Wanokuni;POS Indonesia;5
odr14760;07/02/2020;12:17:54;Pryce Gronaller;59667-0048;Oversized T-Shirt;;16;;31;;;Depok - Website;Rizal;JNE;2
odr14761;22/02/2020;10:55:36;Mayne Eliaz;63868-198;Oversized T-Shirt;;16;;16;;;Bandung - Instagram;Nami;JNE;3
odr14762;14/02/2020;12:47:15;Buddy Cronchey;36987-2300;Parka Jackets;;21;;12;;;Semarang - Instagram;Jeff;Wahana;3
odr14763;19/02/2020;18:48:58;Kata Meers;16714-225;Parka Jackets;;3;;18;;;Bali - Website;Elon;POS Indonesia;2
odr14764;18/02/2020;00:54:44;Olav Summers;21695-029;Mug;;9;;32;;;Tangerang - Tokopedia;Abraham;Shopee Express;1
odr14765;15/02/2020;23:23:48;Patrizia Devas;60793-603;Mug;;14;;14;;;Bali - Instagram;Mark;Tiki;4
odr14766;20/02/2020;09:56:36;Cathie Brimelow;0603-3857;T-Shirt;;20;;16;;;Jakarta - Website;Wanokuni;;1
odr14767;11/02/2020;16:05:33;Mick Liversley;58194-009;Oversized T-Shirt;;2;;;;;Jakarta - Tokopedia;Rizal;SiCepat;4
odr14768;16/02/2020;07:09:32;Mae Kerry;0068-0015;Oversized T-Shirt;;11;;;;;Semarang - Website;Rizal;Wahana;5
odr14769;04/02/2020;01:20:19;Adam Spreull;23155-012;Oversized T-Shirt;;10;;;;;Tangerang - Lazada;Wanokuni;JNE;
odr14770;27/03/2020;06:40:00;Hubie Easom;65044-3192;Sweater;;6;;29;;;Yogyakarta - Instagram;Abraham;Wahana;3
odr14771;07/03/2020;02:57:00;Franny Sprowell;57627-157;Cargo Pants;;7;;;;;Semarang - Instagram;Wanokuni;Tiki;5
odr14772;19/03/2020;00:17:04;Rance Sibson;54868-4021;;;6;;22;;;Depok - Shopee;Nami;Tiki;1
odr14773;08/03/2020;17:10:04;Cissiee Croxall;59572-501;Oversized T-Shirt;;16;;;;;;Jeff;;5
odr14774;13/03/2020;23:47:05;Bebe Sutty;57520-0653;Sweater;;13;;;;;Bogor - FB Marketplace;Rizal;Shopee Express;3
odr14775;03/03/2020;05:55:10;Denny Tunnacliffe;0088-1203;Parka Jackets;;6;;;;;Bali - Lazada;Elon;Shopee Express;2
odr14776;14/03/2020;20:02:08;Genevieve Burgin;68180-236;Cargo Pants;;19;;;;;Bali - Tiktok;Mark;;1
odr14777;28/03/2020;08:33:45;Andrej Brackstone;0904-6084;Topi;;11;;34;;;Yogyakarta - Instagram;Rizal;POS Indonesia;3
odr14778;16/03/2020;12:45:10;Calv Stinchcombe;59746-234;Oversized T-Shirt;;17;;;;;Tangerang - Whatsapp;Rizal;;5
odr14779;18/03/2020;08:28:43;Melessa Grancher;68745-1058;Topi;;12;;;;;Bandung - Shopee;Nami;;3
odr14780;23/03/2020;04:34:21;Concordia Heddy;49520-104;Oversized T-Shirt;;25;;;;;Bogor - Whatsapp;Elon;POS Indonesia;5
odr14781;18/03/2020;04:51:35;Minnnie Bysshe;65293-414;Oversized T-Shirt;;6;;;;;Bogor - Shopee;Mark;POS Indonesia;1
odr14782;28/03/2020;05:40:24;Matti Kneale;55154-4952;Mug;;3;;6;;;Semarang - Tiktok;Nami;;1
odr14783;12/03/2020;21:17:43;Matti Kneale;10424-144;T-Shirt;;11;;;;;;Jeff;SiCepat;5
odr14784;08/03/2020;09:00:24;Frannie Roselli;50988-302;Mug;;22;;20;;;Bali - Instagram;Jeff;Wahana;1
odr14785;06/03/2020;19:58:20;Lanni Upson;59667-0056;T-Shirt;;2;;;;;;Mark;JNT;4
odr14786;07/03/2020;02:59:59;Didi Laurenz;42865-103;Cargo Pants;;15;;;;;Bogor - Shopee;Nami;JNE;1
odr14787;15/03/2020;07:42:26;Justinn Loader;51668-503;Sweater;;5;;12;;;Bali - Tiktok;Nami;POS Indonesia;1
odr14788;01/03/2020;12:13:29;Earlie Moorton;63187-123;Parka Jackets;;21;;;;;;Nami;Wahana;2
odr14789;13/03/2020;07:40:47;Larisa Island;43063-085;Cargo Pants;;13;;18;;;Yogyakarta - Website;Jeff;Shopee Express;1
odr14790;05/03/2020;09:30:14;Shanan McNeachtain;63629-5191;Oversized T-Shirt;;15;;23;;;Bali - Tiktok;Rizal;SiCepat;2
odr14791;09/03/2020;06:33:47;Brita Rebanks;0113-0977;Mug;;18;;34;;;Bali - Shopee;Mark;Shopee Express;3
odr14792;13/03/2020;18:53:31;Liam Ashtonhurst;53808-0935;;;7;;;;;Jakarta - Instagram;Abraham;JNE;1
odr14793;08/03/2020;11:13:36;Ab Jorry;65862-009;;;15;;7;;;Yogyakarta - Tiktok;Rizal;JNT;
odr14794;07/03/2020;10:31:17;Corrinne Scargill;42497-822;Parka Jackets;;14;;5;;;Jakarta - Tokopedia;Elon;JNE;1
odr14795;29/03/2020;00:57:57;Laureen Gianuzzi;66908-107;T-Shirt;;16;;;;;Tangerang - Instagram;Abraham;JNT;
odr14796;24/03/2020;12:33:10;Eal Henrionot;68016-291;Parka Jackets;;25;;27;;;Semarang - Website;Nami;SiCepat;4
odr14797;22/03/2020;07:45:08;Dawn Mackro;11673-434;Oversized T-Shirt;;21;;5;;;Depok - Instagram;Rizal;JNT;2
odr14798;08/03/2020;23:00:13;Tory Bysh;68462-455;Oversized T-Shirt;;17;;;;;Semarang - Instagram;Elon;Wahana;5
odr14799;16/03/2020;17:01:28;Bendite Wilhelmy;11822-9785;Parka Jackets;;18;;13;;;Bandung - Tiktok;Nami;POS Indonesia;
odr14800;11/03/2020;16:14:09;Wiley Ingree;36000-007;T-Shirt;;6;;8;;;Depok - Whatsapp;Rizal;Tiki;4
odr14801;17/03/2020;15:13:13;Winne Prine;57525-015;Sweater;;1;;;;;Depok - Shopee;Elon;POS Indonesia;5
odr14802;11/03/2020;23:33:01;Murial Whistan;70253-113;T-Shirt;;1;;8;;;Yogyakarta - Shopee;Elon;JNE;5
odr14803;26/03/2020;18:31:16;Verney Jacobovitz;0574-4009;Cargo Pants;;15;;17;;;;Abraham;POS Indonesia;5
odr14804;21/03/2020;20:22:57;Hortense Antoniewicz;49967-080;Oversized T-Shirt;;14;;29;;;Semarang - Tiktok;Jeff;JNT;
odr14805;11/03/2020;23:56:21;Arin Elbourn;0024-4142;Sweater;;10;;32;;;Bali - Website;Elon;SiCepat;4
odr14806;25/03/2020;13:04:46;Vernen Clifford;42002-212;;;18;;7;;;Semarang - Whatsapp;Mark;SiCepat;4
odr14807;17/03/2020;15:35:11;Berkley Howick;0268-0841;Cargo Pants;;13;;10;;;Bandung - Whatsapp;Wanokuni;SiCepat;3
odr14808;30/03/2020;09:07:37;Leigh Longstaffe;43269-625;Parka Jackets;;10;;19;;;Bali - Shopee;Rizal;POS Indonesia;3
odr14809;08/03/2020;01:01:45;Andrea Avraham;49348-308;Sweater;;4;;12;;;Jakarta - Shopee;Nami;JNE;2
odr14810;05/03/2020;19:55:24;Jessalin Chawner;52664-007;Topi;;7;;;;;Jakarta - Lazada;Elon;SiCepat;
odr14811;15/03/2020;23:48:28;Cristian McAirt;51830-023;T-Shirt;;12;;;;;Depok - Website;Rizal;Wahana;4
odr14812;10/03/2020;05:00:04;Olivia Northam;65954-002;Parka Jackets;;18;;8;;;Tangerang - Instagram;Nami;POS Indonesia;5
odr14813;07/03/2020;02:59:55;Lauretta Schubbert;0268-6602;Cargo Pants;;17;;13;;;Tangerang - Instagram;Wanokuni;JNT;5
odr14814;02/03/2020;11:06:06;Jermaine Cloy;55312-376;Mug;;10;;21;;;Bogor - Tokopedia;Wanokuni;JNT;1
odr14815;24/03/2020;22:27:14;Kellina Bilton;65044-1215;Parka Jackets;;4;;24;;;Jakarta - Shopee;Nami;POS Indonesia;2
odr14816;07/03/2020;22:42:40;Laureen Gianuzzi;67046-427;Parka Jackets;;3;;;;;Bandung - Whatsapp;Abraham;;1
odr14817;09/03/2020;13:50:50;Marisa Seamarke;63998-515;T-Shirt;;12;;23;;;Bali - Whatsapp;Wanokuni;Wahana;3
odr14818;01/03/2020;06:54:07;Philis Cavnor;64117-148;Oversized T-Shirt;;10;;;;;Bali - Whatsapp;Jeff;POS Indonesia;5
odr14819;02/03/2020;19:43:10;Giraldo Fullylove;50474-921;Oversized T-Shirt;;12;;;;;Bogor - Shopee;Nami;JNE;
odr14820;20/03/2020;06:32:07;Berte Tiler;60512-6448;Parka Jackets;;2;;23;;;Bandung - Website;Rizal;POS Indonesia;
odr14821;11/03/2020;21:41:42;Bessy Brackpool;49999-447;Mug;;18;;7;;;Jakarta - Tokopedia;Nami;;4
odr14822;03/03/2020;17:39:36;Annabela Ockendon;57844-522;Cargo Pants;;11;;;;;Bandung - Whatsapp;Nami;POS Indonesia;3
odr14823;30/03/2020;10:35:04;Karena Stormonth;0409-1630;T-Shirt;;4;;24;;;Bandung - Instagram;Nami;POS Indonesia;4
odr14824;03/03/2020;03:49:49;Obed Ivanin;50804-107;Oversized T-Shirt;;20;;27;;;Yogyakarta - FB Marketplace;Abraham;JNT;
odr14825;12/03/2020;21:48:56;Astra Inkin;10956-813;Sweater;;21;;7;;;Jakarta - Website;Jeff;SiCepat;1
odr14826;10/03/2020;09:19:43;Gerek Savell;43857-0239;Sweater;;9;;17;;;;Wanokuni;Tiki;3
odr14827;06/03/2020;05:42:08;Nikki Blakeborough;63323-915;Oversized T-Shirt;;14;;;;;Jakarta - Tokopedia;Jeff;JNE;5
odr14828;22/03/2020;06:23:07;Melosa Brehat;37205-251;Parka Jackets;;20;;30;;;Semarang - FB Marketplace;Jeff;Wahana;3
odr14829;14/03/2020;21:15:13;Arlena Hackley;43269-884;Parka Jackets;;8;;28;;;Tangerang - Tiktok;Nami;JNT;4
odr14830;19/03/2020;06:01:36;Clive Ciabatteri;0168-0007;Oversized T-Shirt;;11;;33;;;;Elon;Wahana;5
odr14831;26/03/2020;07:49:18;Itch Keyme;61477-210;Parka Jackets;;22;;19;;;Tangerang - Website;Wanokuni;SiCepat;3
odr14832;07/03/2020;13:01:11;Steve Clack;21695-166;T-Shirt;;21;;;;;Jakarta - FB Marketplace;Nami;JNE;5
odr14833;20/03/2020;02:50:28;Kellina Bilton;51345-050;Topi;;16;;15;;;Jakarta - Instagram;Mark;Wahana;4
odr14834;17/03/2020;06:21:29;Wilow Yourell;62072-456;Sweater;;17;;14;;;Yogyakarta - Lazada;Nami;JNE;
odr14835;13/03/2020;17:14:08;Mathian Rosenbush;0268-0004;Topi;;15;;;;;Bali - Website;Jeff;Wahana;3
odr14836;11/03/2020;23:46:32;Lynnell Challis;36987-1797;Oversized T-Shirt;;24;;;;;Semarang - Tokopedia;Nami;Wahana;2
odr14837;19/03/2020;11:34:54;Decca Donnachie;0409-1634;Cargo Pants;;17;;;;;Jakarta - Whatsapp;Wanokuni;Wahana;2
odr14838;19/03/2020;10:49:45;Romonda Basnett;54868-5043;Oversized T-Shirt;;7;;7;;;Tangerang - Lazada;Abraham;Shopee Express;4
odr14839;18/03/2020;12:51:16;Giselle Girtin;36987-3225;Parka Jackets;;17;;;;;Semarang - Tiktok;Abraham;SiCepat;3
odr14840;21/03/2020;16:25:49;Lynnell Challis;21695-627;Oversized T-Shirt;;6;;19;;;Jakarta - Tiktok;Nami;POS Indonesia;2
odr14841;11/03/2020;20:03:53;Ken Hadden;0093-7300;Oversized T-Shirt;;13;;21;;;Jakarta - Tokopedia;Elon;JNE;3
odr14842;25/03/2020;19:54:43;Elbertine Romanski;68308-480;Topi;;19;;22;;;Tangerang - Shopee;Rizal;;5
