order_id;Tanggal_Order;Waktu_Pesan;Nama_Pemesan;No_Resi;Produk;Kategori;Jumlah_Pesanan;Harga;Diskon;Total_Harga;Profit;Kota_Pengiriman - Media_Pemesanan;Admin_Proses;Ekspedisi;Rating
odr8985;10/03/2019;22:25:53;Rafe Penhall;61958-0901;Oversized T-Shirt;;22;;19;;;Bandung - Whatsapp;Elon;Tiki;5
odr8986;08/03/2019;07:36:05;Ki Davenell;52125-787;T-Shirt;;13;;10;;;Bali - Instagram;Abraham;Tiki;4
odr8987;02/03/2019;02:13:19;Ruprecht Osment;54569-1143;Oversized T-Shirt;;19;;;;;Tangerang - FB Marketplace;Rizal;SiCepat;3
odr8988;22/03/2019;14:45:50;Verney Jacobovitz;54569-2942;Parka Jackets;;2;;31;;;Bandung - Website;Mark;Wahana;2
odr8989;13/03/2019;22:42:58;Weber Corringham;49349-232;Cargo Pants;;16;;30;;;Semarang - FB Marketplace;Elon;JNT;2
odr8990;01/03/2019;01:47:36;Ester Di Ruggiero;10889-201;Sweater;;16;;16;;;Bandung - Whatsapp;Jeff;JNE;5
odr8991;07/03/2019;11:03:55;Silvan Worshall;21695-838;Oversized T-Shirt;;18;;31;;;Bandung - Whatsapp;Rizal;JNT;5
odr8992;02/03/2019;11:04:50;Babb Nolleau;58232-5511;Cargo Pants;;22;;31;;;Bandung - FB Marketplace;Abraham;SiCepat;2
odr8993;26/03/2019;04:37:50;Martyn Rawkesby;49349-541;Sweater;;6;;;;;Tangerang - Whatsapp;Wanokuni;JNE;1
odr8994;14/03/2019;21:23:49;Malissa Wigley;0185-0236;T-Shirt;;10;;16;;;Bogor - Shopee;Mark;JNT;1
odr8995;23/03/2019;14:29:21;Berky Pariso;63629-4181;Topi;;16;;32;;;Yogyakarta - Tiktok;Wanokuni;JNT;
odr8996;21/03/2019;23:50:09;Dario Eliez;36987-2569;Parka Jackets;;23;;12;;;Tangerang - Shopee;Nami;JNE;2
odr8997;10/03/2019;15:24:24;Erminia Gavaghan;68987-005;;;18;;34;;;Yogyakarta - Whatsapp;Nami;Shopee Express;2
odr8998;09/03/2019;23:56:09;Derril Rodell;0603-4248;Topi;;24;;;;;Bandung - FB Marketplace;Jeff;Wahana;4
odr8999;05/03/2019;17:17:42;Cathrin Beaston;42627-211;Cargo Pants;;5;;21;;;Bogor - Website;Abraham;JNT;3
odr9000;18/03/2019;06:24:38;Constantia Hattigan;63868-998;Mug;;3;;;;;Tangerang - Website;Wanokuni;;4
odr9001;26/03/2019;17:11:29;Gipsy Marchetti;58232-0062;Topi;;4;;;;;Bali - Website;Wanokuni;POS Indonesia;3
odr9002;25/03/2019;06:19:47;Olga Maxsted;48951-1144;Sweater;;3;;;;;Bogor - Shopee;Rizal;Tiki;2
odr9003;20/03/2019;02:39:57;Lilia Batchelour;37000-747;Sweater;;2;;;;;Semarang - Instagram;Abraham;JNT;5
odr9004;24/03/2019;10:42:13;Vasili Daout;42507-459;Mug;;23;;;;;Yogyakarta - Tiktok;Wanokuni;SiCepat;
odr9005;01/03/2019;06:25:11;Jennine Sandhill;55316-130;Mug;;2;;;;;Bogor - Tiktok;Elon;Wahana;3
odr9006;09/03/2019;23:58:26;Shawnee Lippi;16590-585;Mug;;21;;;;;Tangerang - Tokopedia;Rizal;Wahana;1
odr9007;12/03/2019;17:39:57;Nomi Chastagnier;63218-4000;T-Shirt;;11;;;;;Bali - FB Marketplace;Elon;Shopee Express;2
odr9008;09/03/2019;20:16:01;Gustave Gladbach;0378-2920;Sweater;;19;;;;;Depok - Shopee;Wanokuni;Wahana;1
odr9009;14/03/2019;19:30:08;Gustavo Brumen;62756-512;Cargo Pants;;1;;;;;Bogor - Shopee;Nami;JNE;1
odr9010;03/03/2019;03:10:11;Aylmar Sannes;0006-0351;Topi;;16;;24;;;Bandung - Tokopedia;Wanokuni;JNT;3
odr9011;01/03/2019;08:03:56;Lea Uzelli;61722-080;Oversized T-Shirt;;10;;;;;Bandung - Whatsapp;Rizal;SiCepat;1
odr9012;24/03/2019;15:52:23;Astra Inkin;53942-163;Cargo Pants;;16;;;;;Semarang - FB Marketplace;Elon;JNT;3
odr9013;21/03/2019;18:43:36;Mariam McKim;36987-3089;Topi;;22;;;;;Bandung - Tokopedia;Nami;Wahana;5
odr9014;09/03/2019;18:45:53;Kandy Whorton;76237-187;Cargo Pants;;2;;33;;;Yogyakarta - FB Marketplace;Nami;JNE;4
odr9015;01/03/2019;18:58:12;Chandler Wetherburn;50845-0173;Sweater;;19;;19;;;Bandung - Tokopedia;Rizal;POS Indonesia;1
odr9016;14/03/2019;11:53:15;Marla Buncombe;0220-9023;Oversized T-Shirt;;16;;22;;;Bandung - Shopee;Wanokuni;Wahana;1
odr9017;21/03/2019;13:59:08;Drud Order;62802-301;Sweater;;14;;14;;;Bandung - Lazada;Nami;JNT;3
odr9018;05/03/2019;09:34:56;Georg Ladbrooke;10812-344;Topi;;21;;31;;;Bandung - Instagram;Abraham;POS Indonesia;3
odr9019;30/03/2019;14:03:35;Emma Lismore;59970-167;Cargo Pants;;4;;;;;Yogyakarta - Tokopedia;Jeff;POS Indonesia;5
odr9020;26/03/2019;02:14:34;Evelyn Whitehouse;10742-6757;Oversized T-Shirt;;8;;7;;;Bandung - Website;Abraham;Shopee Express;1
odr9021;13/03/2019;12:09:59;Babb Nolleau;48951-3003;Topi;;11;;21;;;Bandung - Website;Wanokuni;JNE;3
odr9022;17/03/2019;11:01:03;Janek Portwaine;68462-380;T-Shirt;;23;;5;;;Jakarta - Tokopedia;Nami;JNT;
odr9023;26/03/2019;00:18:06;Dougy Mathissen;48951-1237;T-Shirt;;8;;15;;;Bogor - Shopee;Abraham;Tiki;5
odr9024;17/03/2019;10:19:21;Manon Barnwall;0187-2205;T-Shirt;;22;;;;;Tangerang - Instagram;Mark;JNE;3
odr9025;15/03/2019;04:29:14;Joshua Crosland;36987-2462;Sweater;;23;;25;;;Bali - Website;Jeff;SiCepat;5
odr9026;04/03/2019;17:07:30;Terrance Driffe;60512-0050;Sweater;;5;;30;;;Yogyakarta - Tiktok;Rizal;SiCepat;4
odr9027;20/03/2019;19:47:25;Carina Nund;43063-109;Oversized T-Shirt;;20;;;;;Bandung - Tokopedia;Mark;JNT;2
odr9028;05/03/2019;21:45:27;Elinore Butting;50383-587;Cargo Pants;;6;;;;;Jakarta - FB Marketplace;Rizal;POS Indonesia;3
odr9029;18/03/2019;14:47:47;Justinn Loader;0781-5239;Sweater;;14;;22;;;Semarang - Website;Abraham;Wahana;
odr9030;24/03/2019;07:19:51;Jerry Antram;52959-167;Oversized T-Shirt;;20;;7;;;Depok - Whatsapp;Nami;;
odr9031;30/03/2019;15:49:15;Kata Meers;0703-3427;Parka Jackets;;19;;;;;Semarang - Website;Jeff;JNE;3
odr9032;07/03/2019;11:49:43;Wallie Pitcaithly;51467-007;Oversized T-Shirt;;10;;35;;;Bali - Tiktok;Mark;SiCepat;3
odr9033;18/03/2019;10:26:52;Tandie Colston;69114-2001;Sweater;;18;;;;;Jakarta - Tokopedia;Nami;Wahana;
odr9034;07/03/2019;18:38:27;Elie Inglefield;53247-330;Sweater;;7;;;;;Bogor - Instagram;Rizal;POS Indonesia;3
odr9035;27/03/2019;03:10:27;Gearard Excell;0268-6130;;;9;;8;;;Semarang - Website;Elon;SiCepat;3
odr9036;19/03/2019;13:23:23;Alard Betonia;49738-946;T-Shirt;;2;;34;;;Yogyakarta - Tokopedia;Abraham;Wahana;3
odr9037;24/03/2019;01:14:04;Idalia Fulks;24385-540;Cargo Pants;;16;;26;;;;Mark;JNE;5
odr9038;08/03/2019;11:31:36;Karla Nissle;63323-288;Sweater;;8;;32;;;Bandung - Whatsapp;Wanokuni;JNE;2
odr9039;12/03/2019;11:06:12;Charmine Mindenhall;58414-8727;Oversized T-Shirt;;6;;27;;;;Wanokuni;Tiki;
odr9040;25/03/2019;17:49:48;Tymon Heber;11822-8270;Oversized T-Shirt;;1;;;;;Yogyakarta - Instagram;Nami;JNT;1
odr9041;17/03/2019;04:24:31;Ailey Wallbutton;0143-1280;Oversized T-Shirt;;15;;31;;;Depok - Website;Jeff;Shopee Express;5
odr9042;24/03/2019;21:29:17;Selene Pennacci;63874-230;T-Shirt;;5;;;;;Semarang - Tiktok;Mark;POS Indonesia;1
odr9043;28/03/2019;17:42:35;Wiley Ingree;54532-0019;Oversized T-Shirt;;16;;12;;;Semarang - Website;Nami;JNE;4
odr9044;26/03/2019;20:25:41;Shelli Sterzaker;60505-3139;Cargo Pants;;17;;12;;;Jakarta - Tokopedia;Rizal;Wahana;5
odr9045;03/03/2019;15:02:52;Pippo Glide;43063-425;Oversized T-Shirt;;20;;5;;;Bali - Whatsapp;Jeff;Wahana;4
odr9046;14/03/2019;08:04:33;Rolph Castellone;21695-516;Cargo Pants;;7;;22;;;Yogyakarta - Website;Wanokuni;JNE;1
odr9047;29/03/2019;07:04:25;Hayes Skamell;67234-009;Mug;;1;;17;;;Yogyakarta - Whatsapp;Mark;;2
odr9048;04/03/2019;20:24:11;Flory Humm;54569-5386;Cargo Pants;;18;;13;;;Bandung - Shopee;Abraham;JNT;3
odr9049;11/03/2019;23:18:55;Corny Rodders;68428-074;T-Shirt;;23;;;;;Tangerang - Lazada;Elon;POS Indonesia;1
odr9050;29/03/2019;10:54:56;Gustavo Brumen;43742-0396;;;7;;13;;;Tangerang - Tokopedia;Wanokuni;Tiki;4
odr9051;12/03/2019;08:43:01;Kippy Anchor;70253-327;Sweater;;22;;18;;;Depok - Tokopedia;Nami;;4
odr9052;25/03/2019;14:23:21;Vicki Worwood;54868-0879;Mug;;6;;;;;Tangerang - Lazada;Rizal;Tiki;3
odr9053;14/03/2019;21:01:50;Kurt Alexandre;54868-2990;Mug;;7;;;;;Bogor - Tiktok;Nami;Shopee Express;
odr9054;05/03/2019;05:32:30;Elyse Squibe;51079-353;Oversized T-Shirt;;24;;29;;;Bogor - Tokopedia;Rizal;;3
odr9055;02/03/2019;11:16:21;Shanan McNeachtain;52533-024;Topi;;22;;13;;;Bali - Lazada;Elon;Shopee Express;4
odr9056;23/03/2019;18:31:03;Daune Ilyukhov;54973-3162;Parka Jackets;;14;;;;;Yogyakarta - Shopee;Rizal;Wahana;4
odr9057;06/03/2019;17:41:55;Gratiana Plum;68084-255;Oversized T-Shirt;;1;;;;;Bogor - Whatsapp;Mark;Tiki;4
odr9058;09/03/2019;02:07:59;Mordecai Bankhurst;0440-1481;Oversized T-Shirt;;11;;;;;Jakarta - Website;Mark;Wahana;5
odr9059;16/03/2019;05:40:20;Xena Baldcock;55154-2376;Mug;;25;;20;;;Tangerang - Instagram;Elon;JNT;4
odr9060;03/03/2019;03:18:32;Trista Spering;52915-080;T-Shirt;;3;;15;;;Semarang - Tiktok;Elon;POS Indonesia;1
odr9061;05/03/2019;00:25:51;Caitlin Breit;54569-0679;Oversized T-Shirt;;19;;;;;Jakarta - Whatsapp;Wanokuni;SiCepat;4
odr9062;10/03/2019;08:26:01;Chen Phillips;52125-170;T-Shirt;;6;;;;;Bali - Whatsapp;Nami;POS Indonesia;3
odr9063;13/03/2019;19:13:03;Nealson Heeps;65517-0015;Topi;;1;;24;;;;Rizal;Tiki;2
odr9064;02/03/2019;22:54:56;Aviva Risom;0456-2613;Oversized T-Shirt;;19;;;;;Jakarta - Tokopedia;Wanokuni;Shopee Express;4
odr9065;27/03/2019;14:19:18;Raphael Bednell;52747-475;Mug;;17;;;;;Depok - Tiktok;Jeff;SiCepat;3
odr9066;13/03/2019;04:10:11;Kale Moriarty;52125-297;Parka Jackets;;21;;11;;;Depok - Tiktok;Rizal;Shopee Express;3
odr9067;27/03/2019;13:23:56;Lauren Antoniat;0220-9000;Cargo Pants;;5;;;;;Depok - Website;Elon;Tiki;2
odr9068;11/03/2019;04:49:08;Carroll Conklin;61957-0124;Oversized T-Shirt;;7;;11;;;Semarang - FB Marketplace;Wanokuni;SiCepat;5
odr9069;30/03/2019;07:02:57;Laird Sidery;55111-587;Sweater;;7;;;;;;Rizal;SiCepat;4
odr9070;15/03/2019;20:54:16;Guy Ownsworth;55315-165;Parka Jackets;;1;;;;;Bali - Whatsapp;Mark;SiCepat;4
odr9071;16/03/2019;21:43:14;Bentley Bucknall;66594-321;Oversized T-Shirt;;18;;11;;;Semarang - Tokopedia;Wanokuni;JNE;
odr9072;18/03/2019;19:46:01;Trista Spering;13668-268;T-Shirt;;13;;29;;;Tangerang - Tiktok;Mark;Tiki;3
odr9073;18/03/2019;21:22:27;Betteann Glass;0456-1510;Sweater;;6;;16;;;Bandung - Website;Mark;Shopee Express;4
odr9074;27/03/2019;06:03:26;Eleonora Moreside;67544-003;Oversized T-Shirt;;25;;;;;;Nami;SiCepat;2
odr9075;10/03/2019;02:05:54;Maren Keough;57664-600;Sweater;;22;;34;;;Semarang - Tiktok;Jeff;Shopee Express;4
odr9076;18/03/2019;08:40:25;Leland Galer;69106-180;Oversized T-Shirt;;16;;;;;Bali - Tokopedia;Rizal;Wahana;4
odr9077;25/03/2019;00:30:34;Jacinda Rawsthorne;67938-1393;Parka Jackets;;19;;;;;Yogyakarta - Tokopedia;Rizal;JNT;2
odr9078;14/03/2019;21:39:12;Erwin Morratt;51143-076;Oversized T-Shirt;;3;;;;;Semarang - Lazada;Abraham;JNT;3
odr9079;27/03/2019;18:48:45;Gerianne MacKean;0409-7295;Topi;;20;;;;;Depok - Tokopedia;Nami;Shopee Express;4
odr9080;15/03/2019;01:58:59;Dorothy McAlarney;66125-001;Parka Jackets;;23;;20;;;Bandung - Shopee;Elon;JNT;1
odr9081;18/03/2019;13:12:50;Coretta Ramlot;68084-030;Sweater;;17;;;;;Tangerang - Tiktok;Mark;SiCepat;3
odr9082;27/03/2019;08:38:39;Milo Taffarello;58892-240;Oversized T-Shirt;;6;;;;;Bandung - Whatsapp;Abraham;Shopee Express;5
odr9083;06/03/2019;05:57:29;Clim Antat;29300-127;Mug;;23;;;;;Depok - Website;Jeff;SiCepat;2
odr9084;06/03/2019;11:42:49;Ives Amor;31720-101;Sweater;;17;;;;;Bandung - Whatsapp;Nami;Tiki;2
odr9085;17/03/2019;09:41:44;Danny Gabel;60512-6437;Topi;;12;;;;;Depok - FB Marketplace;Rizal;Tiki;5
odr9086;25/03/2019;16:39:25;Jennine Sandhill;33342-035;Cargo Pants;;9;;12;;;Depok - Tokopedia;Jeff;POS Indonesia;
odr9087;17/03/2019;20:50:37;Daron Jugging;50436-4034;T-Shirt;;18;;11;;;Semarang - FB Marketplace;Rizal;;1
odr9088;15/03/2019;09:07:49;Brendon Sloan;67457-431;Oversized T-Shirt;;5;;;;;Bali - Website;Nami;Shopee Express;
odr9089;12/03/2019;06:28:46;Marylou Rockall;24208-358;Parka Jackets;;7;;35;;;Semarang - Shopee;Rizal;POS Indonesia;2
odr9090;01/03/2019;22:18:58;Marena Penvarden;50988-234;T-Shirt;;18;;14;;;Semarang - Whatsapp;Rizal;JNT;5
odr9091;16/03/2019;15:35:36;Jeralee Renzullo;16590-810;Oversized T-Shirt;;23;;;;;Bogor - Lazada;Wanokuni;SiCepat;1
odr9092;20/03/2019;03:53:01;Germaine Tieraney;0536-3404;Oversized T-Shirt;;4;;31;;;Jakarta - Website;Wanokuni;POS Indonesia;3
odr9093;28/03/2019;15:59:48;Terrance Driffe;65044-2099;Mug;;7;;13;;;Depok - Tiktok;Nami;Tiki;3
odr9094;28/03/2019;07:26:59;Herby Bates;53077-9001;Oversized T-Shirt;;10;;28;;;Depok - Tokopedia;Mark;Shopee Express;5
odr9095;06/03/2019;18:51:56;Herby Bates;16590-341;Oversized T-Shirt;;8;;;;;Depok - Whatsapp;Rizal;Wahana;4
odr9096;22/03/2019;00:01:55;Kurt Alexandre;16590-147;T-Shirt;;9;;28;;;Depok - Instagram;Rizal;JNE;5
odr9097;04/03/2019;06:03:51;Cassius Ramplee;0006-3628;T-Shirt;;4;;;;;Depok - Instagram;Abraham;JNT;3
odr9098;15/03/2019;08:32:16;Abelard Atheis;0363-0982;T-Shirt;;14;;12;;;Yogyakarta - Tokopedia;Elon;Wahana;5
odr9099;19/03/2019;14:41:39;Rickard Deeny;64141-003;Sweater;;13;;12;;;Jakarta - Tiktok;Mark;POS Indonesia;2
odr9100;08/03/2019;06:15:16;Didi Laurenz;60764-002;T-Shirt;;24;;;;;Bali - FB Marketplace;Nami;SiCepat;2
odr9101;20/03/2019;14:28:58;Chlo Jefferys;53603-1005;Mug;;25;;;;;Bandung - Tiktok;Elon;;2
odr9102;28/03/2019;00:35:25;Eleen Stubbley;76245-102;Mug;;2;;;;;Tangerang - Instagram;Wanokuni;Shopee Express;4
odr9103;17/03/2019;17:28:36;Elie Inglefield;63187-092;T-Shirt;;3;;8;;;Jakarta - Lazada;Mark;JNT;2
odr9104;01/03/2019;18:41:32;Vernen Clifford;0069-3230;T-Shirt;;11;;;;;Depok - Tiktok;Elon;;2
odr9105;20/03/2019;02:04:40;Rickard Deeny;54868-5672;Topi;;10;;;;;Bali - Whatsapp;Jeff;JNT;5
odr9106;21/03/2019;07:42:05;Felicity Primak;68210-0001;Oversized T-Shirt;;25;;;;;Depok - Tokopedia;Abraham;JNE;1
odr9107;03/03/2019;17:25:53;Silvan Worshall;0597-0192;Cargo Pants;;11;;;;;Bogor - Tokopedia;Nami;POS Indonesia;2
odr9108;26/03/2019;01:48:15;Lily Mc Grath;50383-775;Cargo Pants;;23;;;;;Depok - Instagram;Rizal;JNT;4
odr9109;19/03/2019;22:07:10;Hilliard Paute;54868-2702;Topi;;4;;15;;;Yogyakarta - Shopee;Jeff;JNE;4
odr9110;17/03/2019;06:43:04;Donaugh Balding;43406-0069;Sweater;;10;;;;;Depok - Tokopedia;Nami;JNT;4
odr9111;11/03/2019;23:07:34;Thorvald Rawstron;49349-276;Mug;;5;;22;;;Tangerang - Shopee;Mark;Shopee Express;
odr9112;04/03/2019;10:48:10;Marlin Ghion;65133-140;Sweater;;16;;;;;Tangerang - Tiktok;Abraham;JNT;4
odr9113;22/03/2019;01:11:22;Clifford Burbridge;10157-1042;Topi;;15;;;;;Semarang - Tiktok;Wanokuni;Wahana;2
odr9114;04/03/2019;16:18:53;Jori Fearfull;43857-0026;Topi;;11;;;;;Yogyakarta - Website;Mark;POS Indonesia;1
odr9115;03/03/2019;21:48:58;Burk Darco;52125-123;T-Shirt;;10;;;;;Depok - Website;Nami;JNE;3
odr9116;29/03/2019;14:42:28;Ermengarde Favela;36987-2604;T-Shirt;;14;;;;;Semarang - Whatsapp;Mark;POS Indonesia;4
odr9117;05/03/2019;11:18:38;Jennine Sandhill;49349-715;Parka Jackets;;21;;;;;Yogyakarta - Tiktok;Mark;Shopee Express;5
odr9118;20/03/2019;01:39:00;Dido Daventry;68084-592;Cargo Pants;;16;;15;;;Semarang - Tokopedia;Mark;Tiki;4
odr9119;22/03/2019;05:08:50;Melly Grabham;24236-945;Oversized T-Shirt;;1;;;;;Bali - Instagram;Wanokuni;Shopee Express;1
odr9120;22/03/2019;06:28:52;Marje Hinsch;54569-0650;Mug;;21;;;;;Tangerang - FB Marketplace;Mark;JNE;5
odr9121;15/03/2019;10:47:50;Hetti Doulton;47285-291;Oversized T-Shirt;;25;;;;;Semarang - Whatsapp;Abraham;Tiki;3
odr9122;24/03/2019;18:16:01;Sybilla Casiero;53208-427;Oversized T-Shirt;;4;;;;;Bali - Instagram;Jeff;Shopee Express;1
odr9123;15/03/2019;07:19:01;Gwendolen Halbard;59316-106;Topi;;17;;;;;Depok - Lazada;Wanokuni;;2
odr9124;19/03/2019;00:45:21;Christian Dulinty;49348-530;Oversized T-Shirt;;11;;;;;Bandung - Instagram;Jeff;POS Indonesia;4
odr9125;17/03/2019;06:16:55;Liam Ashtonhurst;0268-6712;Mug;;6;;;;;Jakarta - Lazada;Abraham;JNE;5
odr9126;28/03/2019;18:05:16;Burnaby Muslim;0074-3797;Oversized T-Shirt;;13;;;;;Bogor - Instagram;Nami;Wahana;3
odr9127;06/03/2019;02:46:45;Michal Long;51486-003;Parka Jackets;;11;;;;;Bali - Whatsapp;Rizal;Shopee Express;2
odr9128;20/03/2019;04:45:29;Derril Rodell;64942-1256;T-Shirt;;13;;;;;Tangerang - Shopee;Wanokuni;Tiki;
odr9129;01/03/2019;03:10:07;Danya Ianelli;0074-3753;T-Shirt;;15;;10;;;Depok - Website;Elon;Wahana;5
odr9130;18/03/2019;03:26:54;Beverly Jaffrey;68400-136;Topi;;12;;;;;Depok - Website;Abraham;JNE;2
odr9131;03/03/2019;13:30:27;Georas Witt;10742-8352;Cargo Pants;;8;;19;;;Yogyakarta - Website;Elon;Wahana;1
odr9132;14/03/2019;01:27:49;Joletta Pletts;55513-074;Sweater;;5;;32;;;Depok - Tokopedia;Wanokuni;Wahana;4
odr9133;01/03/2019;20:33:00;Loren Prenty;52125-716;Parka Jackets;;21;;;;;;Rizal;SiCepat;5
odr9134;28/03/2019;06:07:33;Prudy Ollington;11822-0542;T-Shirt;;21;;27;;;Bali - Tiktok;Nami;Shopee Express;4
odr9135;24/03/2019;02:45:57;Beverly Jaffrey;49349-105;Oversized T-Shirt;;17;;;;;;Abraham;POS Indonesia;5
odr9136;01/03/2019;21:53:27;Lizette Hartness;0378-5041;Topi;;2;;10;;;;Jeff;Tiki;1
odr9137;13/03/2019;10:32:04;Hamlen Peaurt;52125-686;T-Shirt;;2;;;;;Bogor - Instagram;Elon;Wahana;2
odr9138;14/03/2019;07:34:31;Lucio Favell;51009-146;Mug;;3;;6;;;;Rizal;Shopee Express;2
odr9139;09/03/2019;04:55:50;Nike McCarty;62011-0204;T-Shirt;;14;;18;;;Tangerang - Instagram;Elon;;3
odr9140;26/03/2019;04:56:05;Urson O'Hoey;0703-8411;T-Shirt;;1;;21;;;;Elon;Tiki;4
odr9141;09/03/2019;23:36:59;Heida Frenchum;76470-004;Oversized T-Shirt;;19;;7;;;Bogor - FB Marketplace;Abraham;Shopee Express;5
odr9142;01/03/2019;07:25:01;Rosie Mirrlees;48951-9179;Mug;;14;;13;;;Bali - Tiktok;Nami;;1
odr9143;11/03/2019;07:28:19;Hyacinthia Kinahan;23021-001;;;21;;19;;;Tangerang - Instagram;Elon;POS Indonesia;4
odr9144;26/03/2019;03:35:42;Marylou Rockall;49557-221;Topi;;25;;18;;;Semarang - Tiktok;Rizal;POS Indonesia;1
odr9145;25/03/2019;15:57:25;Barby Kennady;63941-318;Oversized T-Shirt;;15;;;;;Bogor - Website;Nami;JNT;5
odr9146;06/03/2019;05:35:11;Corrinne Scargill;63304-436;Mug;;17;;;;;Bogor - Tokopedia;Abraham;;3
odr9147;25/03/2019;10:41:37;Jennine Sandhill;54868-0147;Cargo Pants;;22;;7;;;Semarang - Tokopedia;Elon;JNT;5
odr9148;24/03/2019;19:06:09;Hewitt Swainson;52125-538;T-Shirt;;6;;;;;Yogyakarta - Tiktok;Nami;Tiki;3
odr9149;26/03/2019;13:58:12;Ludovico Stickel;0069-4210;Oversized T-Shirt;;7;;;;;Semarang - Instagram;Elon;POS Indonesia;1
odr9150;18/03/2019;08:03:21;Gil Sailer;0472-5242;Cargo Pants;;15;;;;;Bandung - Shopee;Mark;SiCepat;3
odr9151;18/03/2019;02:13:17;Dyanna Emmanuel;54569-2131;Parka Jackets;;3;;;;;Semarang - Instagram;Rizal;Shopee Express;1
odr9152;19/03/2019;01:06:29;Claudelle Emes;66975-425;Mug;;23;;30;;;Bali - Whatsapp;Rizal;Shopee Express;2
odr9153;07/03/2019;23:44:27;Pepita Dinnington;75857-2153;Parka Jackets;;12;;;;;Bogor - Instagram;Elon;Shopee Express;2
odr9154;05/03/2019;15:14:20;Mohammed Brewse;36987-1320;T-Shirt;;24;;;;;Bali - Instagram;Elon;POS Indonesia;4
odr9155;06/03/2019;08:27:47;Georg Ladbrooke;54868-5768;Oversized T-Shirt;;23;;15;;;Bandung - Tiktok;Mark;SiCepat;1
odr9156;26/03/2019;06:58:20;Lexy Yeabsley;60344-6001;Oversized T-Shirt;;24;;;;;Jakarta - FB Marketplace;Elon;Shopee Express;1
odr9157;12/03/2019;12:24:37;Kelvin Inglesant;66969-6003;Sweater;;10;;;;;Bandung - Shopee;Elon;JNE;2
odr9158;18/03/2019;21:18:44;Nelie Rorke;0781-5404;Topi;;22;;;;;Depok - FB Marketplace;Nami;Shopee Express;2
odr9159;19/03/2019;08:21:05;Annabela Ockendon;50268-699;Cargo Pants;;7;;;;;Depok - Shopee;Wanokuni;POS Indonesia;1
odr9160;20/03/2019;01:51:00;Shane Woolacott;68084-074;T-Shirt;;17;;15;;;Semarang - Whatsapp;Elon;SiCepat;2
odr9161;19/03/2019;07:50:14;Candide Glave;66908-532;Sweater;;6;;31;;;Semarang - Whatsapp;Mark;Shopee Express;
odr9162;02/03/2019;11:37:07;Vern Emeny;16781-382;Cargo Pants;;19;;25;;;Semarang - Whatsapp;Elon;SiCepat;4
odr9163;07/03/2019;14:45:50;Bree Gwyn;57337-043;T-Shirt;;23;;32;;;Jakarta - Shopee;Rizal;Tiki;4
odr9164;13/03/2019;17:27:18;Alfie Billin;0603-1481;;;7;;12;;;Bogor - Shopee;Wanokuni;Shopee Express;4
odr9165;06/03/2019;15:39:44;Jacinda Rawsthorne;0054-3188;Oversized T-Shirt;;15;;;;;Jakarta - Whatsapp;Wanokuni;Tiki;
odr9166;06/03/2019;03:52:06;Ulberto Schinetti;0268-1126;Topi;;7;;10;;;Jakarta - Tiktok;Wanokuni;Shopee Express;1
odr9167;01/03/2019;07:48:05;Ellie Klimt;55111-164;Oversized T-Shirt;;13;;5;;;Yogyakarta - Tiktok;Abraham;Shopee Express;4
odr9168;16/03/2019;21:34:26;Alfi Spellard;57337-047;Cargo Pants;;12;;;;;Yogyakarta - Instagram;Jeff;Tiki;5
odr9169;19/03/2019;23:23:36;Aldis Laurant;67046-714;Topi;;3;;;;;Jakarta - FB Marketplace;Jeff;Tiki;
odr9170;15/03/2019;07:02:47;Terza McErlaine;0574-0122;Oversized T-Shirt;;16;;16;;;Bogor - Lazada;Mark;JNT;3
odr9171;20/03/2019;16:59:10;Barbette Brogi;75921-881;T-Shirt;;22;;;;;Bandung - Instagram;Abraham;Shopee Express;1
odr9172;21/03/2019;06:40:34;Abbey Tomney;50845-0041;T-Shirt;;20;;;;;Bandung - FB Marketplace;Wanokuni;JNE;1
odr9173;21/03/2019;17:45:35;Jarrid Barry;48951-8077;Oversized T-Shirt;;19;;;;;Semarang - Tokopedia;Wanokuni;Tiki;5
odr9174;18/03/2019;13:51:58;Caye Farnall;63629-1706;T-Shirt;;18;;18;;;;Mark;JNT;1
odr9175;21/03/2019;08:03:45;Dorothy Melton;50021-241;Oversized T-Shirt;;9;;;;;Jakarta - Tiktok;Jeff;POS Indonesia;3
odr9176;17/03/2019;17:26:46;Bambie Aizikov;0591-0396;Oversized T-Shirt;;24;;20;;;Semarang - Website;Nami;Shopee Express;4
odr9177;07/03/2019;01:20:21;Eduino Moxted;0615-5649;Cargo Pants;;8;;;;;Bandung - Tiktok;Nami;Shopee Express;
odr9178;08/03/2019;06:30:24;Trista Spering;75857-1108;Mug;;8;;;;;Semarang - Whatsapp;Abraham;Wahana;5
odr9179;01/03/2019;02:40:39;Bear Brayfield;10819-5003;Cargo Pants;;21;;34;;;Bogor - Tiktok;Abraham;JNE;5
odr9180;04/03/2019;01:05:00;Larisa Island;45737-250;Mug;;12;;;;;Bali - Shopee;Rizal;JNT;3
odr9181;19/03/2019;09:50:03;Silas Ghidini;60512-6021;Oversized T-Shirt;;22;;;;;Depok - Tiktok;Mark;Shopee Express;4
odr9182;10/03/2019;17:35:45;Kip Pelman;11673-013;Parka Jackets;;13;;29;;;Jakarta - Tokopedia;Jeff;JNE;3
